,Equity,Rates,Credit,FX,Commodity,TrueRegime
2019-09-26,-0.0020682682463894586,0.000592461979784906,-0.0022147770586884597,0.0032097226953393225,0.013342271878754348,0
2019-09-27,0.009635891836560512,-0.0010600988992029584,0.005754838723384562,0.00160973536625697,-0.0037889168585338766,0
2019-09-30,0.005021967552277792,0.0011896160931682289,0.001395138043756897,0.020218188370415977,-0.010686678557210493,1
2019-10-01,-0.017053506713668013,-0.003727361611283005,0.0005775240063659458,0.0024823414881735228,-0.011120805949096363,1
2019-10-02,-0.014394766523644659,0.0023576531039714525,-0.004585367867117949,-0.004490350519652201,-0.014729708988950254,1
2019-10-03,0.0030407296728039265,8.320055673604494e-05,0.004744640692444538,0.0022593371121718466,-0.0034146674921117933,1
2019-10-04,-0.0082721024577853,0.0035823456614242147,0.002313234012732317,-0.0010526107790737574,-0.011908757852015306,0
2019-10-07,-0.005174453443140363,0.0004513110747084772,0.004563498001920256,0.004128977247193736,0.0005345221184571278,0
2019-10-08,-0.004804255274488231,-0.0015752484850413767,0.0008284222493753009,-0.0008206476097375373,0.0036479908155188363,0
2019-10-09,-0.0035577566118577503,0.004309862636542309,0.009318924439429875,0.00047765210859344106,8.974615906639046e-05,0
2019-10-10,-0.009267568395133421,-0.0032895482563475445,-0.010100388681300221,-0.0032369826509731285,-0.010321515125763006,1
2019-10-11,-0.0021577747059712865,0.0007258942285947663,-0.004934145921872411,-0.0009068923348992594,-0.01218182005421849,0
2019-10-14,-0.0007241454051997455,-0.003654306850159782,-0.0009023056601249152,0.0013988625877178174,-0.003241293256505345,0
2019-10-15,0.005793634273010625,-0.00074521698732966,0.003211504041076908,0.004035849390963626,0.002355290836373858,1
2019-10-16,0.001390340861217579,0.0003936386325641655,0.001478388060122035,-0.004213987451183362,-0.02243584134902636,1
2019-10-17,0.012782651648423082,-0.0018918393611964909,0.00859637454378838,0.004225084123079806,0.012318097785883908,0
2019-10-18,-0.002774951599946889,-0.0015522160538728054,-0.005240114855594475,-0.0033804631413913108,0.0014578151659799827,0
2019-10-21,-0.011750858307880257,-0.0005018335075660209,0.000314875019284734,0.0014935179159876815,-0.0032525845420191585,0
2019-10-22,0.004304286204367834,-0.0014734304776603741,0.0023971480212946466,0.0008183198379144089,-0.002302382711717673,0
2019-10-23,-0.0006152447826141977,0.0019388540276301896,-0.0006933166528817921,-0.0006675134207030789,-0.010657843470707909,0
2019-10-24,0.02512301038270454,-0.005034929062604492,0.0062384895429597916,-0.0004129864705890784,0.0131003834254912,0
2019-10-25,0.0017582451057291688,1.9631458580542194e-05,0.008368920386188692,0.004880848191944551,0.0036104544998103575,0
2019-10-28,0.011281687417438582,0.002171875926130341,-0.0007924117090384071,-0.001351041972698372,0.0001625239751177951,1
2019-10-29,0.001801893738260004,-0.0009556572539857737,0.0030213249748168016,-0.005035413762378976,0.010309649022305875,0
2019-10-30,-0.014236392387769895,-0.002582709950444172,-0.008909313874880276,-0.0004955355942902018,-0.0010679239249133626,0
2019-10-31,0.0018566482565056867,-0.0009006736865675677,0.001864540155095358,-0.0021489297334638187,-0.005750377742846743,0
2019-11-01,-0.0038338437320449836,-0.0016885690021497118,-0.0022806811197296226,-0.00028209819098669374,-0.002928272389908077,0
2019-11-04,-0.018485622879965153,0.004236166380303578,-0.0003057883306745145,-0.00903676550750228,-0.001330833903477352,1
2019-11-05,-0.008964545690900773,0.0019369965041149053,-0.00405781401110832,-0.002358645074461655,-0.0043433187185996066,0
2019-11-06,0.0016255952064800749,0.001582116710160355,0.00426249078351207,-0.014196005513900717,-0.00274483474483388,1
2019-11-07,-0.011807976602186075,-0.0013421106324134986,0.004362770315712622,-0.000812734020202174,-0.0018158094274463078,1
2019-11-08,0.00289255998729424,-0.0007266716339884387,0.005651963429968727,-0.004078495894108723,0.011318557335140592,0
2019-11-11,0.004053612374659682,0.008618126659708295,-0.0013398192700822486,-0.0009065886958114366,0.03783626012017905,1
2019-11-12,-0.006618610467095726,0.00012965755876443412,-0.0031240312160243635,0.0029560991006801996,0.005228447786121422,0
2019-11-13,-0.0018229687715353377,-0.0013801408891906232,-0.0017411753772333227,-0.0024950799591179377,0.00533300410702944,0
2019-11-14,0.006000007580918701,-0.000545246739039059,0.005636602725224053,-0.0005525552395539969,0.005738820680927696,0
2019-11-15,0.01017738818811978,-0.003418068060520011,-0.0027019124750047143,-0.002674383337642559,0.0030834698553984267,1
2019-11-18,-0.0014985464916625391,0.0007066079424313949,0.0019056884670926122,0.00157604691874041,0.00034865124625786686,0
2019-11-19,0.007876270305373991,0.00014774916273640334,0.005815258281584783,0.0013260755750959686,0.00026535388427331784,0
2019-11-20,0.017755390376221328,-0.0030122631105341914,0.007078100708761887,0.0020268115496671225,-0.004596063951681476,0
2019-11-21,0.0049468718165070775,0.00024284837096066,0.00099898193725729,0.001429472810537607,0.0053835075398786705,0
2019-11-22,-7.438922471007304e-05,0.0010447714351498607,0.0003522099013290354,-0.003533464814309935,0.0018782700496844632,1
2019-11-25,0.020405363512861915,-0.0019482300111357425,0.00610140949186226,0.003219993565854698,0.006929545467042057,0
2019-11-26,0.018246196043850787,-0.0025219831533030888,0.006898947304977947,0.0033678494335480946,-0.002231331086359969,0
2019-11-27,0.003407060214087123,0.0032286355243238514,0.0015857695430444418,-0.005172374367003917,0.0015433481981701894,0
2019-11-28,-0.011826934621124184,-0.0066120329136972154,-0.0030684180353754776,0.007248957981864724,0.014085258024613845,1
2019-11-29,0.00822497890508655,0.0005392783080306154,0.0032712661933355413,0.0009998985041544662,-0.0023150198759133303,0
2019-12-02,-0.005340945364600745,0.0017921431125283087,-0.012171359498299247,-0.0035892575056622952,0.0017200714807307192,0
2019-12-03,0.014350098209360557,-0.0016540911654162546,0.006037129562012669,0.006172074810023065,0.00913514342766763,0
2019-12-04,-0.03825137573437922,0.003801048560150698,-0.0243936075716822,0.0011338178714209524,-0.045706524105917135,2
2019-12-05,-0.008969127712632573,-0.0006132918997210394,-0.002880052549097193,0.004747027587715316,-0.010469821492819232,1
2019-12-06,0.02430725301956149,-0.0022504109104315544,0.0058339806548926496,0.01047573731344963,0.005017155678504709,1
2019-12-09,0.0023104295852711147,-0.000994993782640238,0.0005601787339929876,0.0014909617111477356,0.004667022135950379,0
2019-12-10,-0.030966604512471643,0.00811723116943957,0.000911413689387349,-0.008774081597739222,-0.06678066834884155,2
2019-12-11,0.005825194013544141,0.0014941245621517092,0.0007481627764126297,-0.009499127521464007,-0.00547779470582629,1
2019-12-12,-0.020015426753830803,0.002901055998880277,-0.012986406716494899,-0.0016634821019729535,-0.00884314614029511,1
2019-12-13,-0.005304826798044474,-0.0010332172578913948,-0.0010929005624491887,0.00047093263020298276,-0.009827342325146243,0
2019-12-16,0.002060497611486241,-0.005687472971119751,0.0005756284061119224,-0.0008879311758398841,0.0037389688453261616,0
2019-12-17,-0.003928843204908067,0.00032345555778487455,-0.0033349162284081165,-0.004057509744284848,0.0027229903074898073,0
2019-12-18,-0.020671311341117986,0.004806224954807588,-0.017101728471961883,0.003928776313960776,-0.026263161027993958,1
2019-12-19,-0.01159892527016901,-0.0012754373399055012,-0.0009409138856059734,-0.0009364854857625745,-0.006035744222123096,0
2019-12-20,0.0022509830122645035,0.0017582238932829564,-0.0022813746989658254,0.0004018521077934706,0.013186398288870953,0
2019-12-23,-0.0013599969772731966,-0.000416611233367738,-0.0005614200250352965,0.0045359934940605836,-0.004191468908731268,0
2019-12-24,-0.0008190480406689217,-0.00463590917008735,0.0005267417524913294,-0.0036778032325295554,-0.011713737653884004,0
2019-12-25,0.005997818431380709,-0.004908979374419585,0.0018888384384921882,0.0026878935497008983,0.010534097371218855,0
2019-12-26,0.0011951911088646763,-0.003211873704334482,0.006779857404862338,0.005934466817393623,0.0034054108285388024,1
2019-12-27,-0.010364687050269765,0.0003255800891262718,-0.006952014514339459,-0.0032788949361843536,-0.006584324026479479,1
2019-12-30,0.00457740883514405,0.0024636917171158095,-0.001145252764911631,0.006696757825123673,-0.014972309064113433,1
2019-12-31,-0.0004985027609492577,0.0017711537168416504,-0.0007793942024466551,0.00039235525189829144,0.0023705764848550494,0
2020-01-01,0.011280197504419212,0.001674493608336587,0.012963817911240216,0.000354595620558007,0.014038944229108667,1
2020-01-02,0.00204484593627788,0.002607753543784124,-0.0037044164820355914,0.002585908735035035,-0.001398671729964926,1
2020-01-03,0.0032898014913850067,-0.0034607409820495093,0.0013714587160166465,0.014365330448024223,-0.0032373195870588106,1
2020-01-06,0.00522401729244018,-0.0006159883173090294,-0.0018500350165736926,0.0022719832182218867,0.013150106944699109,0
2020-01-07,0.005165524475308086,-0.0021199691945357107,-0.0024150755162004357,-0.0015088650537578966,0.0037371352899496692,0
2020-01-08,0.006872142720150215,-0.0002083952569779124,0.0036039616407497095,-0.0012557406769888254,-0.007711015798197455,0
2020-01-09,0.002788851248263492,0.0033710818677571024,-0.0004503098584602354,-0.0006043123159306802,0.008412046482875038,0
2020-01-10,0.0038952691902522036,-0.00041361128611323145,0.0012715526820271008,-0.0007360445930780312,-0.009873549487191161,0
2020-01-13,-0.009882266169793003,0.001656565926249343,-0.005155303535243541,0.0012765703615232177,-0.0073876030988829725,0
2020-01-14,-0.003853698344548821,-0.0017398988449611802,0.0019237314890731695,-0.010082837000650414,-0.010374589069446723,0
2020-01-15,-0.016048478491443627,-0.0024309409422577904,-0.002413332623326882,0.0015058659074265442,0.001160558486893536,1
2020-01-16,0.0009399096766626474,0.0013889556486039953,0.001170894718611842,0.0022632185285333334,0.009862702319734734,0
2020-01-17,0.007145423616957374,0.0025111204342454906,0.003327860497314373,0.026335738796116986,-0.052777641836646745,2
2020-01-20,0.003131580619542803,-0.003979455813726933,0.007242468410475352,8.28634501276484e-05,-0.001729560111989331,1
2020-01-21,0.005577611044556225,0.0011226893345447455,0.0016719380400244657,0.0015669498090655554,-0.003383716516249749,0
2020-01-22,0.003977894101880864,-0.0025547705685884632,-0.00605652703017514,-0.0028341412512250786,-0.01536363315483416,1
2020-01-23,0.01332298586294691,0.00277277719174414,-0.0002532417039300661,-0.0013615191995707766,-0.0012916312172354403,0
2020-01-24,0.006162013965680435,-0.0070981912812448445,0.006364796762775012,-0.006431260644141567,-0.013450770441076718,2
2020-01-27,0.0009919163590042031,0.0013792381390576786,-0.000273379715164433,0.0024497603037914152,-0.010839060410666436,0
2020-01-28,-0.0019629646678116335,0.000970591973728782,-0.0019926688254338866,-0.0006206351229059839,0.0014033270096365433,1
2020-01-29,0.013118961857274323,0.0008032405310855068,0.0031483894985218936,-0.0021664696563648434,0.007351579280495343,0
2020-01-30,-0.004239371603459449,-0.0015106449288666175,-0.0005059672773332975,-0.003997709051635816,-0.009770287778712682,0
2020-01-31,0.003586919877166796,-0.0007678584889086952,0.005817789713059635,-0.002770004175965172,-0.006565560939202793,0
2020-02-03,-0.09286653743478666,-0.011109273873451671,-0.022221335705513507,-0.014574808162224069,-0.10052120877059026,2
2020-02-04,-0.005869643423634756,-0.0011145177830338597,-0.0025242840905817703,1.4067809008602784e-05,-0.00497084525293109,0
2020-02-05,0.0003360705126405573,-0.005037022238795264,-0.002284060048487001,0.002921841520226801,0.009490561007052128,0
2020-02-06,0.009012635871765524,-0.0018276217904303412,0.0027068410920292416,0.0007802892919282584,0.020788731009611608,0
2020-02-07,0.00039554289067528556,-0.0010331335648895413,0.0019067714669801627,-0.0033599190505840646,-0.0066306102895619685,0
2020-02-10,0.0015227421501162635,-0.0011982047724725785,-5.366661096011687e-05,0.0012477332602633027,-0.011727338105815863,0
2020-02-11,-0.005699793350677065,-0.0011589680759429481,-0.0028160309265235694,-0.0020649761658851724,-0.009801096596894425,0
2020-02-12,0.005294750737125368,0.002955878092244787,0.0035794548651954953,0.0016030859181159255,0.013111256912715877,0
2020-02-13,0.010852466750725655,-0.0005907966818675628,-0.007922743749407326,-0.005109658572791573,-0.0026913122860625477,1
2020-02-14,-0.0033337382046851848,-0.0017754437143914657,-0.0010810300849488162,0.00017460332485807266,-0.022809851136391755,1
2020-02-17,-0.0009673415846625441,0.00027501407810016703,0.001161630207979852,0.0008669341152819615,0.004582895218511451,0
2020-02-18,0.008566001148054224,-0.00013579284638789036,0.0024770694577870263,0.00017627493354755683,0.018837129960391354,0
2020-02-19,-0.018766115910937513,0.0006386731525480055,-0.005420272306400037,-0.0019010012997689567,-0.008990165027295778,0
2020-02-20,0.0010511141647699923,0.0037034820689742457,0.0035660060640682863,0.002704009765069184,0.023420413841936934,1
2020-02-21,-0.009856439191695628,0.0008247943278087915,-0.004471855133837858,-0.002332994294504548,-0.010948375016046195,0
2020-02-24,0.010437486283381581,0.0017939090821399654,0.0018692941882185214,0.007214151826113503,0.0036439977891478885,1
2020-02-25,0.012479302839890969,0.0002752877577607179,0.003062876497800797,0.015943051438917017,0.03143967988393397,1
2020-02-26,-0.00215920021572664,-0.00306703113690054,0.0004192184834271401,0.0035291541896665074,0.011817110388412256,1
2020-02-27,0.003193722191218198,-0.00025550592182799247,0.002731747475124436,-0.0030553805640648538,-0.002607300909067583,0
2020-02-28,-0.026301939451585654,0.0023073346414316633,-0.008067054093171681,-0.004834035521756601,-0.002185217756391897,1
2020-03-02,-0.003925041417214898,0.0015174343082131102,0.00012109156244026706,0.0005857778030070438,-0.0029481427380136675,0
2020-03-03,0.008048058981872082,8.548085715121433e-05,0.0023145120271756397,0.0016916787701936505,0.012600611837465015,0
2020-03-04,-0.009155336497599255,0.0011877229703039496,-0.0009022876619236748,-0.0027010495046982147,0.0002834970783909381,0
2020-03-05,-0.0001162592029539481,-0.002426753133654207,0.0006318471807948809,0.0019839826909539802,-0.0004959805057441883,0
2020-03-06,-0.02301476639218225,-0.0021645244722797797,-0.00849384094965765,-0.003932498763363269,-0.014991223397022966,1
2020-03-09,0.011923381990900376,-0.0036113719526621522,0.0056436597216147424,0.00010775439611226739,0.023434888046024286,1
2020-03-10,0.013799495355488536,-0.0010305646191636523,-0.0019254073401115304,0.001287680552233397,0.0007097536129580819,0
2020-03-11,-0.008120794828233129,-0.00445420027584232,-0.0007177053439275164,-0.02822817106089187,-0.008949058321532585,2
2020-03-12,1.2296428516762133e-05,-0.0007510760795813564,0.0005923577991031652,-0.003206713445229774,0.002115598292459453,0
2020-03-13,0.018335090870727936,0.0005970045655723494,0.006216565405151247,-3.300618229131879e-05,0.004987648099891932,0
2020-03-16,0.0033637665069072512,0.0005836815263819547,-0.002056043876175615,-0.003882814892726405,-0.004201547619420215,0
2020-03-17,0.00861094444915623,-0.014799125191460968,0.008302621875946468,0.01966323842280055,-0.004702431170245662,2
2020-03-18,-0.025075974810707707,0.00017409830998666896,-0.006853376526958975,6.963671021466744e-05,0.0009845820671519937,0
2020-03-19,0.0010411054468062475,-0.0028747070825597574,0.0005630033102312667,-0.0036708860769475295,-0.002897616289038383,0
2020-03-20,0.009724710353100725,-0.0007606510626559456,0.0027370763169449336,0.0003055820666911435,0.005298118685911851,0
2020-03-23,0.024312738456417213,-0.010340372922330029,0.011037542100552022,-0.016873839243795808,0.020354115953734965,2
2020-03-24,0.009581040349442465,-0.006748214847586219,-0.006674161094634335,0.0013035107069564215,0.0034782712498121543,1
2020-03-25,-0.007627649404331803,0.0016631273509314078,-0.005228457454714417,-3.729192340921344e-05,0.011030771042531218,1
2020-03-26,0.005379101634113704,0.009922140713698914,-7.923014696062277e-05,-0.0023470424991493795,-0.0073149887524940485,1
2020-03-27,0.002342126245559516,0.0006544446456999615,0.011944520301614489,-6.205032895107111e-05,-0.008113351650272283,1
2020-03-30,-0.009723174062602946,0.0013426234432215632,0.002343304356969793,-0.0020012284559698503,-0.01276619047526432,0
2020-03-31,-0.0014284470270042838,-0.0012412326487021604,0.002044881733432618,-0.007824525797340552,-0.002960178128573278,0
2020-04-01,-0.011886855059200525,-0.0005137656064713831,-0.002821473728511192,-0.0011269265302526147,0.0013553667424152087,1
2020-04-02,0.00940113102541736,-0.002996010524819328,-0.005225747681400172,-0.0021976233824638172,-0.005414228246990002,1
2020-04-03,0.009130889127759253,0.0021291279339848874,0.0021979077462427974,0.0019015651058016997,0.0075755665818976374,0
2020-04-06,0.0036865878263862375,0.002841416317313245,0.0038918379457587304,-0.00819447363080874,-0.00381453681222901,0
2020-04-07,0.01375918260862237,0.0002053129234612798,0.0027539904723199405,0.002540470838838887,0.007827181826342528,1
2020-04-08,-0.0017016420895101122,0.0032300501329864556,-0.0005227534591523594,0.0006661466923366376,-0.010673180992108296,0
2020-04-09,0.06144137559081872,-0.006923682595971066,0.01282805353802751,-0.008588132263864647,0.03212785011181159,2
2020-04-10,-0.0023104843446109767,-0.004165172546703293,-0.004770957555336874,-0.00460379700594957,0.01146632066688016,0
2020-04-13,0.0001596745289327168,-4.953944474742937e-05,-0.0008445047423734468,0.0015039385881549404,-0.0004118201471900552,0
2020-04-14,-0.008129892947221893,-0.00026214118650920123,0.005961191938822944,0.0018376381124995732,-0.031963720537377255,1
2020-04-15,0.0011263234743766237,0.0006389144472117959,-0.0015247340687682164,-0.002313702587438745,-0.009393449155151824,0
2020-04-16,-0.0012068130906892163,0.0007359795492068907,-0.0005916126346976504,-0.00031613180034706747,0.005877482625568906,0
2020-04-17,0.0022932025822216544,0.0014365077186344363,0.0029031991176023007,0.007503190567313917,0.016853871912795262,1
2020-04-20,0.002852528586049974,-0.0029145220296721342,0.001664712401136513,-0.003987994215633904,-0.0010965599371461428,1
2020-04-21,-0.015497783456060966,-3.366928285852486e-05,-0.00483153682430901,-0.001830228183931546,-0.003994055725794428,0
2020-04-22,-0.01344689188688567,0.0014403486811210215,0.0023166456410341728,0.0027553803010798017,-0.0014440426818801012,0
2020-04-23,0.01082908898930501,-0.0028116739898042956,0.009901186037586374,0.01106145937768645,0.007783533256937604,1
2020-04-24,-0.035076596728141854,0.00037553912922727725,-0.006928916137236628,-0.02022933200368631,0.01982709502037778,2
2020-04-27,0.004924229827677941,-0.0017837014331442498,0.003057943134006871,0.0006904370838292039,0.010860532440238818,0
2020-04-28,0.015398126077459173,-0.0010376599963864168,0.0047263204257503195,-0.002583301786948141,0.011414589479066987,0
2020-04-29,-0.0024016861194423207,0.0022060878412693617,-0.0011029357441981352,-0.005616708905172785,-0.01628486639204112,0
2020-04-30,0.006734257272423055,-0.004144851278920425,0.0019714142402142715,0.0032488044564054253,0.0022315389963716158,0
2020-05-01,-0.011449983434831374,-0.0028376914948526986,-0.004734233034505916,0.0005781634280023804,-0.001787028103207277,0
2020-05-04,0.019951828672600657,-0.00025102415681771146,0.0008440792775124903,0.003992703199343615,0.0010171237132045343,1
2020-05-05,-0.0012019907189821978,0.0004831153768875883,0.0025172495396200544,-0.004473718582851948,-0.0018104992814646707,0
2020-05-06,0.0024946462993912276,9.156716876460769e-05,0.0049720325869370835,-0.002981227537631396,-0.003785743019213107,0
2020-05-07,-0.006887649587028816,-0.004845199981169616,0.0026724917255109186,0.0002910192035423156,0.00313158409733004,1
2020-05-08,0.009400325946695242,0.00138646226838519,0.0052726490006192285,-0.0028397650942261587,-0.0016567551632874907,1
2020-05-11,0.007973205630605957,-0.0004527902391406487,8.499838493235533e-05,0.0025995365507982845,-0.009289116384181622,0
2020-05-12,-0.004851153233827265,-0.0014683256966661737,-0.004207587922548284,0.0011007840521050974,0.04424510599248986,1
2020-05-13,-0.005290892861747553,0.004990895995669245,0.0003241194496500222,-0.006271766764526202,-0.001409244231440505,1
2020-05-14,-0.014779034683330227,-0.0007131540314161351,-0.005650444653988502,-0.005989073956326914,-0.013150262643419517,1
2020-05-15,-0.019416727976589283,-6.645698198331644e-05,-0.012328378119918569,-0.0022219947364934657,-0.01618173664801065,0
2020-05-18,0.007519273561424068,-0.0015857801945350551,-0.005432659266090348,0.006107427029219123,0.007001667644443792,0
2020-05-19,0.049464972700225124,-0.01661211575352239,0.015047371846451859,-0.05744166720569655,0.0423124661929686,2
2020-05-20,0.005734674438717447,0.0026125783583229095,0.0018201878375686735,0.0007734768302428831,0.0093742262090282,0
2020-05-21,-0.0013331438450931504,0.0024969159611573028,-0.0016770632689924385,-0.0007832142872554321,0.0010294143014015743,0
2020-05-22,-0.005858423589066071,0.0007239656704739368,0.003686406676274085,-0.002721402242986648,0.004219782364052166,0
2020-05-25,0.005526435681210483,0.009980954479310602,-0.0004723898582254817,-0.000318268926756657,0.00865007811437058,1
2020-05-26,0.017444537370330276,-0.0009740741390757464,0.010989866083001981,-0.005372581027910221,-0.042786566259009895,2
2020-05-27,-0.0017504012572105432,0.0027557455781455687,-0.0030712002048553936,-0.005307634751932287,-0.0014050686780101018,0
2020-05-28,0.013471342188680116,-0.003793086078003373,0.005009583427351393,0.0015180291631213584,0.003791093314412509,2
2020-05-29,0.005928781352830558,0.0009683041406341148,0.001627599315344516,0.00133900416274007,-0.018357450355703457,0
2020-06-01,0.011169097612622345,-0.0018746102103619692,0.0031664388273556065,-0.005522040271214316,0.0016245496347143517,0
2020-06-02,0.005807381190610365,0.0016312358485181364,-0.0025313583363782907,0.0016148210902387787,0.010599022531978912,1
2020-06-03,-0.003694359752375329,-0.0010053178478238993,-0.006178078242972601,-0.004033948549435115,-0.0013048750906090492,0
2020-06-04,-0.0019781563433806976,-0.0008445286418584785,0.0007368989266885702,0.0034931990418532585,0.003926419797850907,0
2020-06-05,0.0027906241943626555,-0.003934772633462928,-0.0010766962231511486,0.0015958383225793038,0.010011959652543223,0
2020-06-08,0.016029141246590564,0.01933078036251183,-0.005775442862549502,0.015071962595773243,-0.031522646021092615,2
2020-06-09,-0.012688380937912995,0.0033355850800205144,-0.008230304109069733,-0.008834215174910122,-0.002436034211979543,1
2020-06-10,0.020167090305369843,3.317740748633276e-05,0.051983920509412036,-0.005317156530631077,0.032483497370161735,2
2020-06-11,0.005553216296171726,-0.0027273872308479817,0.0020196457865505274,0.00048130040199976046,-0.008234247171850272,1
